,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,sulphates,alcohol,quality,alcohol_higher,va_high
311,7.9,0.53,0.24,0.072,105.0,0.996,0.54,9.4,6,0,0
763,9.3,0.655,0.26,0.096,35.0,0.99738,0.42,9.6,5,0,1
709,9.7,0.31,0.47,0.062,33.0,0.9983,0.66,10.0,6,0,0
1036,7.6,0.31,0.34,0.082,35.0,0.99356,0.59,12.5,7,1,0
219,7.8,0.53,0.33,0.08,144.0,0.99655,0.6,9.5,5,0,0
238,7.2,0.63,0.0,0.097,38.0,0.99675,0.58,9.0,6,0,1
1507,7.5,0.38,0.57,0.106,12.0,0.99605,0.55,11.4,6,0,0
267,7.9,0.35,0.46,0.078,37.0,0.9973,0.86,12.8,8,1,0
262,8.0,0.52,0.03,0.07,35.0,0.99575,0.57,10.0,5,0,0
524,9.2,0.43,0.49,0.086,116.0,0.9976,0.64,9.5,5,0,0
1043,9.5,0.39,0.41,0.069,39.0,0.99859,0.81,10.9,7,0,0
861,5.8,1.01,0.66,0.039,88.0,0.99357,0.6,11.5,6,0,1
725,9.0,0.66,0.17,0.077,13.0,0.9976,0.55,10.4,5,0,1
1586,7.5,0.31,0.41,0.065,60.0,0.99492,0.85,11.4,6,0,0
713,8.0,0.43,0.36,0.075,48.0,0.9976,0.46,9.4,5,0,0
1594,6.2,0.6,0.08,0.09,44.0,0.9949,0.58,10.5,5,0,1
456,8.9,0.59,0.39,0.095,22.0,0.9986,0.58,10.3,5,0,0
549,9.0,0.53,0.49,0.171,25.0,0.9975,0.61,9.4,6,0,0
40,7.3,0.45,0.36,0.074,87.0,0.9978,0.83,10.5,5,0,0
1482,7.2,0.58,0.54,0.114,9.0,0.99719,0.57,10.3,4,0,0
240,8.9,0.635,0.37,0.263,62.0,0.9971,1.09,9.3,5,0,1
149,8.2,0.4,0.44,0.089,43.0,0.9975,0.61,10.5,6,0,0
1487,6.0,0.64,0.05,0.066,17.0,0.99496,0.78,10.6,5,0,1
80,6.2,0.45,0.2,0.069,15.0,0.9958,0.56,9.2,5,0,0
602,7.7,0.835,0.0,0.081,14.0,0.9975,0.52,9.3,5,0,1
1130,9.1,0.6,0.0,0.058,10.0,0.9977,0.63,10.4,6,0,1
732,7.3,0.835,0.03,0.092,19.0,0.9966,0.47,9.6,5,0,1
601,13.2,0.46,0.52,0.071,35.0,1.0006,0.56,9.0,6,0,0
433,12.3,0.39,0.63,0.091,18.0,1.0004,0.49,9.5,5,0,0
259,10.0,0.31,0.47,0.085,33.0,0.99965,0.8,10.5,7,0,0
1183,6.8,0.66,0.07,0.07,61.0,0.99572,0.6,9.3,5,0,1
898,8.3,0.31,0.39,0.078,43.0,0.99444,0.77,12.5,7,1,0
1214,10.2,0.33,0.46,0.081,9.0,0.99628,0.48,10.4,6,0,0
605,8.3,0.6,0.13,0.085,24.0,0.9984,0.59,9.2,6,0,1
703,7.5,0.38,0.48,0.073,84.0,0.9972,0.7,9.6,4,0,0
835,7.6,0.665,0.1,0.066,55.0,0.99655,0.51,9.3,5,0,1
995,7.7,0.6,0.06,0.079,41.0,0.99697,0.62,10.1,6,0,1
550,6.8,0.51,0.01,0.074,25.0,0.9958,0.56,9.5,6,0,0
533,10.3,0.27,0.24,0.072,33.0,0.9956,0.66,12.8,6,1,0
314,7.4,0.36,0.29,0.087,72.0,0.99645,0.68,11.0,5,0,0
472,12.5,0.37,0.55,0.083,68.0,0.9995,0.82,10.4,6,0,0
331,10.2,0.36,0.64,0.122,41.0,0.998,0.66,12.5,6,1,0
347,13.8,0.49,0.67,0.093,15.0,0.9986,0.93,12.0,6,1,0
206,12.8,0.3,0.74,0.095,28.0,0.9994,0.77,10.8,7,0,0
1164,9.0,0.785,0.24,0.078,21.0,0.99692,0.67,10.0,5,0,1
1047,7.1,0.43,0.17,0.082,51.0,0.99634,0.64,10.4,5,0,0
1331,7.8,0.87,0.26,0.107,67.0,0.99668,0.46,9.2,5,0,1
544,14.3,0.31,0.74,0.075,15.0,1.0008,0.79,8.4,6,0,0
1310,7.5,0.61,0.26,0.073,88.0,0.99612,0.53,9.8,5,0,1
722,7.6,0.42,0.08,0.084,48.0,0.9968,0.59,10.0,5,0,0
856,9.3,0.36,0.39,0.08,55.0,0.99652,0.73,10.9,6,0,0
742,6.5,0.615,0.0,0.065,18.0,0.9972,0.65,9.2,5,0,1
1194,7.0,0.745,0.12,0.114,64.0,0.99588,0.59,9.5,6,0,1
1458,8.4,0.29,0.4,0.067,20.0,0.99603,0.6,10.5,5,0,0
741,9.2,0.53,0.24,0.078,139.0,0.99788,0.57,9.5,5,0,0
126,8.2,1.33,0.0,0.081,12.0,0.9964,0.49,10.9,5,0,1
584,11.8,0.33,0.49,0.093,80.0,1.0002,0.76,10.7,7,0,0
670,6.9,0.4,0.24,0.083,45.0,0.9959,0.58,10.0,5,0,0
1318,7.5,0.63,0.27,0.083,91.0,0.99616,0.58,9.8,6,0,1
1543,11.1,0.44,0.42,0.064,19.0,0.99758,0.57,10.4,6,0,0
582,11.7,0.49,0.49,0.083,15.0,1.0,0.43,9.2,5,0,0
475,9.6,0.68,0.24,0.087,28.0,0.9988,0.6,10.2,5,0,1
613,8.2,0.39,0.38,0.058,29.0,0.9962,0.74,9.8,5,0,0
1257,7.0,0.58,0.28,0.085,69.0,0.99633,0.7,11.0,6,0,0
617,11.5,0.31,0.51,0.079,28.0,0.9982,0.93,9.8,6,0,0
998,8.9,0.84,0.34,0.05,10.0,0.99554,0.48,9.1,6,0,1
1436,10.0,0.38,0.38,0.169,90.0,0.99914,0.65,8.5,5,0,0
319,9.6,0.77,0.12,0.082,74.0,0.99865,0.64,10.4,6,0,1
1288,7.0,0.6,0.3,0.068,110.0,0.99914,1.17,10.2,5,0,1
654,8.6,0.47,0.47,0.074,29.0,0.9979,0.46,9.5,5,0,0
632,7.6,0.41,0.14,0.087,43.0,0.9964,0.57,10.5,6,0,0
1587,5.8,0.61,0.11,0.066,28.0,0.99483,0.66,10.9,6,0,1
413,9.9,0.4,0.53,0.097,19.0,0.9986,0.82,11.7,7,1,0
1380,7.5,0.57,0.02,0.077,35.0,0.99557,0.62,10.8,6,0,0
1297,7.2,0.53,0.14,0.064,29.0,0.99323,0.61,12.1,6,1,0
209,11.0,0.3,0.58,0.054,19.0,0.998,0.88,10.5,7,0,0
529,9.9,0.63,0.24,0.077,33.0,0.9974,0.57,9.4,5,0,1
220,7.8,0.34,0.37,0.082,58.0,0.9964,0.59,9.4,6,0,0
56,10.2,0.42,0.57,0.07,10.0,0.9971,0.63,9.6,5,0,0
775,7.2,1.0,0.0,0.102,16.0,0.99586,0.46,10.0,5,0,1
134,7.9,1.04,0.05,0.084,29.0,0.9959,0.55,9.9,6,0,1
1295,6.6,0.63,0.0,0.093,77.5,0.99558,0.45,9.5,5,0,1
200,9.6,0.32,0.47,0.056,24.0,0.99695,0.82,10.3,7,0,0
1121,6.6,0.5,0.0,0.062,28.0,0.99352,0.55,12.3,6,1,0
1277,7.0,0.69,0.0,0.114,10.0,0.99636,0.6,9.7,6,0,1
1353,7.6,0.645,0.03,0.086,57.0,0.9969,0.46,10.3,5,0,1
555,15.5,0.645,0.49,0.095,23.0,1.00315,0.74,11.1,5,0,1
160,7.6,0.95,0.03,0.09,20.0,0.9959,0.56,9.6,5,0,1
1052,5.6,0.605,0.05,0.073,25.0,0.99258,0.55,12.9,5,1,1
1394,6.4,0.57,0.14,0.07,73.0,0.99669,0.48,9.2,5,0,0
1268,6.9,0.41,0.31,0.079,51.0,0.99668,0.55,9.5,6,0,0
13,7.8,0.61,0.29,0.114,29.0,0.9974,1.56,9.1,5,0,1
147,7.6,0.49,0.26,0.236,88.0,0.9968,0.8,9.3,5,0,0
1106,8.2,0.23,0.42,0.069,17.0,0.99376,0.54,12.3,6,1,0
444,5.3,0.57,0.01,0.054,27.0,0.9934,0.84,12.5,7,1,0
984,12.2,0.45,0.49,0.075,6.0,0.9969,0.63,10.4,5,0,0
615,9.6,0.6,0.5,0.079,71.0,0.9997,0.57,9.7,5,0,1
718,8.4,0.56,0.04,0.082,22.0,0.9976,0.44,9.6,5,0,0
1202,8.6,0.42,0.39,0.068,12.0,0.99516,0.69,11.7,8,1,0
1011,8.9,0.32,0.31,0.088,19.0,0.9957,0.55,10.4,6,0,0
697,7.0,0.65,0.02,0.066,25.0,0.9972,0.67,9.5,6,0,1
410,9.0,0.43,0.34,0.08,86.0,0.9987,0.62,9.5,6,0,0
1477,5.3,0.47,0.11,0.048,89.0,0.99182,0.88,13.6,7,1,0
487,10.2,0.645,0.36,0.053,14.0,0.9982,0.42,10.0,6,0,1
1251,7.5,0.58,0.14,0.077,60.0,0.9963,0.59,9.8,5,0,0
479,9.4,0.685,0.11,0.077,31.0,0.9984,0.7,10.1,6,0,1
659,7.1,0.84,0.02,0.096,13.0,0.997,0.57,11.0,4,0,1
603,13.2,0.46,0.52,0.071,35.0,1.0006,0.56,9.0,6,0,0
647,8.3,0.845,0.01,0.07,14.0,0.9967,0.58,11.0,4,0,1
1289,7.0,0.6,0.3,0.068,110.0,0.99914,1.17,10.2,5,0,1
921,8.4,0.36,0.32,0.081,79.0,0.9964,0.72,11.0,6,0,0
1169,7.6,0.5,0.29,0.086,14.0,0.99502,0.62,11.5,6,0,0
622,10.0,0.58,0.22,0.08,32.0,0.9974,0.55,9.5,5,0,0
1189,8.8,0.955,0.05,0.075,19.0,0.99616,0.44,9.6,4,0,1
1146,7.8,0.5,0.12,0.178,21.0,0.996,0.87,9.8,6,0,0
689,8.1,0.38,0.48,0.157,17.0,0.9976,1.05,9.4,5,0,0
1409,6.0,0.51,0.0,0.064,54.0,0.995,0.93,10.7,6,0,0
845,6.4,0.64,0.21,0.081,31.0,0.99689,0.66,9.8,5,0,1
1051,8.5,0.46,0.59,0.414,45.0,0.99702,1.34,9.2,5,0,0
624,6.8,0.69,0.0,0.124,58.0,0.9997,0.72,10.2,5,0,1
425,6.6,0.84,0.03,0.059,48.0,0.9952,0.56,12.3,7,1,1
301,11.1,0.18,0.48,0.068,15.0,0.9973,0.64,10.1,6,0,0
1131,5.9,0.19,0.21,0.045,135.0,0.99341,0.44,9.5,5,0,0
117,7.8,0.56,0.12,0.082,28.0,0.997,0.5,9.4,6,0,0
608,10.1,0.65,0.37,0.11,65.0,1.0026,0.64,10.4,6,0,1
217,8.1,0.725,0.22,0.072,41.0,0.9967,0.55,9.1,5,0,1
915,8.6,0.315,0.4,0.079,6.0,0.99512,0.67,11.9,6,1,0
1391,8.0,0.64,0.22,0.094,33.0,0.99612,0.58,11.0,5,0,1
824,7.1,0.48,0.28,0.068,16.0,0.99682,0.53,10.3,5,0,0
626,8.8,0.6,0.29,0.098,15.0,0.9988,0.49,9.1,5,0,1
129,6.1,0.38,0.15,0.072,19.0,0.9955,0.57,9.4,5,0,0
1492,6.2,0.65,0.06,0.05,18.0,0.99348,0.54,11.95,5,1,1
1371,7.5,0.58,0.56,0.153,14.0,0.99476,1.03,11.6,6,1,0
825,7.1,0.46,0.14,0.076,37.0,0.99624,0.49,10.7,5,0,0
1369,6.6,0.61,0.0,0.069,8.0,0.99396,0.37,10.4,4,0,1
1235,6.0,0.33,0.32,0.054,113.0,0.99572,0.56,11.5,4,0,0
696,7.0,0.65,0.02,0.066,25.0,0.9972,0.67,9.5,6,0,1
911,9.1,0.28,0.46,0.114,9.0,0.99901,0.6,10.9,6,0,0
790,7.4,0.37,0.43,0.082,82.0,0.99708,0.68,9.7,6,0,0
1056,8.9,0.48,0.53,0.101,10.0,0.99586,0.59,12.1,7,1,0
203,7.0,0.42,0.35,0.088,39.0,0.9961,0.55,9.2,5,0,0
789,8.6,0.63,0.17,0.099,119.0,0.998,0.52,9.3,5,0,1
1372,8.7,0.78,0.51,0.415,66.0,0.99623,1.17,9.2,5,0,1
1547,6.3,0.6,0.1,0.048,26.0,0.99306,0.51,12.1,5,1,1
1179,8.2,0.35,0.33,0.076,47.0,0.99599,0.81,11.0,6,0,0
1,7.8,0.88,0.0,0.098,67.0,0.9968,0.68,9.8,5,0,1
960,8.5,0.47,0.27,0.058,38.0,0.99518,0.85,11.1,6,0,0
342,10.9,0.39,0.47,0.118,14.0,0.9982,0.75,9.8,6,0,0
499,8.7,0.69,0.31,0.086,81.0,1.0002,0.74,11.6,6,1,1
55,7.7,0.62,0.04,0.084,45.0,0.9978,0.53,9.5,5,0,1
959,8.0,0.59,0.05,0.089,32.0,0.99735,0.61,10.0,5,0,0
875,8.8,0.31,0.4,0.109,16.0,0.99614,0.79,11.8,7,1,0
1060,11.6,0.23,0.57,0.074,8.0,0.9981,0.7,9.9,6,0,0
1329,7.4,0.6,0.26,0.083,91.0,0.99616,0.56,9.8,6,0,1
390,5.6,0.85,0.05,0.045,88.0,0.9924,0.82,12.9,8,1,1
665,9.4,0.59,0.14,0.084,48.0,0.9981,0.56,9.7,5,0,0
42,7.5,0.49,0.2,0.332,14.0,0.9968,0.9,10.5,6,0,0
868,6.8,0.56,0.22,0.074,24.0,0.99438,0.82,11.2,6,0,0
257,6.6,0.695,0.0,0.075,56.0,0.9968,0.67,9.2,5,0,1
90,7.9,0.52,0.26,0.079,140.0,0.9964,0.54,9.5,5,0,0
1432,5.9,0.44,0.0,0.042,11.0,0.9944,0.85,11.7,6,1,0
1039,8.9,0.5,0.21,0.088,39.0,0.99692,0.83,11.1,6,0,0
1218,8.2,0.4,0.31,0.082,24.0,0.996,0.69,10.6,6,0,0
762,8.8,0.7,0.0,0.069,19.0,0.99701,0.53,10.0,6,0,1
870,7.7,0.715,0.01,0.064,43.0,0.99371,0.57,11.8,6,1,1
568,9.8,0.5,0.49,0.25,20.0,0.999,0.79,10.7,6,0,0
1373,7.7,0.75,0.27,0.11,89.0,0.99664,0.45,9.3,5,0,1
1335,6.6,0.58,0.02,0.069,40.0,0.99387,0.66,12.6,6,1,0
351,9.1,0.795,0.0,0.096,26.0,0.9994,0.83,9.4,6,0,1
559,13.0,0.47,0.49,0.085,47.0,1.0021,0.68,12.7,6,1,0
470,13.0,0.32,0.65,0.093,47.0,0.9996,0.61,10.6,5,0,0
119,7.0,0.69,0.08,0.097,89.0,0.9959,0.54,9.2,6,0,1
656,10.7,0.43,0.39,0.106,32.0,0.9986,0.5,9.6,5,0,0
1445,7.4,0.785,0.19,0.094,98.0,0.99713,0.52,9.6,6,0,1
571,6.2,0.36,0.24,0.095,42.0,0.9946,0.57,11.7,6,1,0
1042,8.9,0.5,0.21,0.088,39.0,0.99692,0.83,11.1,6,0,0
801,8.6,0.55,0.09,0.068,17.0,0.99735,0.44,10.0,5,0,0
195,7.8,0.59,0.33,0.074,120.0,0.9968,0.54,9.4,5,0,0
1573,6.0,0.58,0.2,0.075,50.0,0.99467,0.67,12.5,6,1,0
881,7.6,0.715,0.0,0.068,35.0,0.99533,0.65,11.4,6,0,1
15,8.9,0.62,0.19,0.17,148.0,0.9986,0.93,9.2,5,0,1
963,8.8,0.27,0.39,0.1,27.0,0.99546,0.69,11.2,6,0,0
681,8.0,0.45,0.23,0.094,29.0,0.9962,0.49,10.2,6,0,0
907,6.1,0.56,0.0,0.079,9.0,0.9948,0.54,11.5,6,0,0
1376,8.2,0.885,0.2,0.086,31.0,0.9946,0.46,10.0,5,0,1
525,10.4,0.64,0.24,0.105,53.0,0.9998,0.67,9.9,5,0,1
1193,6.4,0.885,0.0,0.166,12.0,0.99551,0.51,10.8,5,0,1
24,6.9,0.4,0.14,0.085,40.0,0.9968,0.63,9.7,6,0,0
1340,7.5,0.51,0.02,0.084,31.0,0.99538,0.54,10.5,6,0,0
139,7.8,0.56,0.19,0.081,108.0,0.9962,0.54,9.5,5,0,0
1267,10.4,0.43,0.5,0.068,19.0,0.996,0.87,11.4,6,0,0
192,6.8,0.63,0.12,0.099,126.0,0.9969,0.61,9.5,5,0,1
125,9.0,0.62,0.04,0.146,90.0,0.9984,0.7,9.4,5,0,1
625,6.8,0.69,0.0,0.124,58.0,0.9997,0.72,10.2,5,0,1
151,9.2,0.52,1.0,0.61,69.0,0.9996,2.0,9.4,4,0,0
1269,5.5,0.49,0.03,0.044,87.0,0.9908,0.82,14.0,8,1,0
996,5.6,0.66,0.0,0.087,11.0,0.99378,0.63,12.8,7,1,1
663,10.1,0.28,0.46,0.05,13.0,0.9974,0.79,10.2,6,0,0
823,6.7,0.54,0.13,0.076,36.0,0.9973,0.64,9.8,5,0,0
60,8.8,0.4,0.4,0.079,52.0,0.998,0.64,9.2,5,0,0
380,8.3,0.26,0.42,0.08,27.0,0.9974,0.8,9.4,6,0,0
583,12.0,0.28,0.49,0.074,21.0,0.9976,0.66,9.9,7,0,0
946,10.2,0.44,0.58,0.092,24.0,0.99745,0.99,12.0,7,1,0
459,11.6,0.58,0.66,0.074,47.0,1.0008,0.57,9.0,3,0,0
1308,9.7,0.69,0.32,0.088,91.0,0.9979,0.62,10.1,5,0,1
677,8.6,0.8,0.11,0.084,31.0,0.9979,0.48,9.9,5,0,1
74,9.7,0.32,0.54,0.094,83.0,0.9984,0.82,9.6,5,0,0
1481,8.2,0.28,0.6,0.104,22.0,0.99828,0.68,10.6,5,0,0
1474,9.9,0.5,0.5,0.205,82.0,1.00242,0.75,8.8,5,0,0
1516,6.1,0.32,0.25,0.071,58.0,0.99633,0.97,10.6,5,0,0
108,8.0,0.33,0.53,0.091,80.0,0.9976,0.8,9.6,6,0,0
730,9.5,0.55,0.66,0.387,37.0,0.9982,0.67,9.6,5,0,0
1517,6.5,0.53,0.06,0.063,44.0,0.99489,0.83,10.3,6,0,0
879,7.2,0.6,0.04,0.076,88.0,0.99745,0.55,9.5,5,0,1
271,11.5,0.18,0.51,0.104,23.0,0.9996,0.97,10.1,6,0,0
94,5.0,1.02,0.04,0.045,85.0,0.9938,0.48,10.5,4,0,1
1358,7.4,0.64,0.17,0.168,98.0,0.99736,0.5,9.5,5,0,1
1004,8.2,0.43,0.29,0.081,45.0,0.99603,0.54,10.3,5,0,0
1035,10.1,0.37,0.34,0.085,17.0,0.99683,0.65,10.6,7,0,0
1337,6.0,0.5,0.0,0.057,26.0,0.99448,0.45,9.5,5,0,0
1412,8.2,0.24,0.34,0.062,22.0,0.9974,0.94,10.9,6,0,0
508,10.0,0.59,0.31,0.09,62.0,0.9994,0.63,10.2,6,0,0
1339,7.5,0.51,0.02,0.084,31.0,0.99538,0.54,10.5,6,0,0
1226,7.5,0.58,0.03,0.08,46.0,0.99592,0.47,9.2,5,0,0
330,10.2,0.36,0.64,0.122,41.0,0.998,0.66,12.5,6,1,0
461,8.3,0.615,0.22,0.087,19.0,0.9982,0.61,9.3,5,0,1
263,7.9,0.37,0.23,0.077,49.0,0.9963,0.67,9.3,5,0,0
409,12.5,0.46,0.49,0.07,49.0,0.9981,0.57,9.6,4,0,0
1234,7.1,0.75,0.01,0.059,18.0,0.99242,0.4,12.8,6,1,1
355,6.7,0.75,0.01,0.078,32.0,0.9955,0.61,12.8,6,1,1
76,8.8,0.41,0.64,0.093,42.0,0.9986,0.66,10.5,5,0,0
276,6.9,0.54,0.04,0.077,27.0,0.9987,0.91,9.4,6,0,0
1122,6.3,0.47,0.0,0.055,33.0,0.9922,0.48,12.3,6,1,0
340,12.2,0.34,0.5,0.066,21.0,1.0,1.18,9.2,6,0,0
851,9.3,0.43,0.44,0.085,22.0,0.99708,0.55,9.5,5,0,0
1065,7.7,0.61,0.18,0.083,20.0,0.9963,0.6,10.2,6,0,1
354,6.1,0.21,0.4,0.066,165.0,0.9912,0.59,11.9,6,1,0
1452,6.6,0.58,0.02,0.062,53.0,0.99374,0.76,11.6,7,1,0
486,10.2,0.67,0.39,0.054,17.0,0.9976,0.47,10.0,5,0,1
905,9.2,0.58,0.2,0.081,115.0,0.998,0.59,9.5,5,0,0
1271,7.3,0.44,0.2,0.049,64.0,0.9935,0.57,11.7,6,1,0
858,11.7,0.28,0.47,0.054,32.0,0.99686,0.67,10.6,7,0,0
1203,9.9,0.74,0.19,0.111,76.0,0.99878,0.55,9.4,5,0,1
1089,11.6,0.41,0.54,0.095,41.0,0.99735,0.76,9.9,7,0,0
1133,7.2,0.48,0.07,0.089,18.0,0.99684,0.68,11.2,7,0,0
243,15.0,0.21,0.44,0.075,24.0,1.00005,0.84,9.2,7,0,0
1423,6.4,0.53,0.09,0.123,31.0,0.9968,0.67,11.0,4,0,0
966,9.0,0.38,0.41,0.103,10.0,0.99604,0.58,11.9,7,1,0
572,10.2,0.24,0.49,0.075,28.0,0.9978,0.61,10.4,5,0,0
250,10.8,0.32,0.44,0.063,37.0,0.9985,0.78,10.0,6,0,0
943,9.8,0.5,0.34,0.094,45.0,0.99864,0.6,9.7,7,0,0
187,7.7,0.705,0.1,0.084,26.0,0.9976,0.49,9.7,5,0,1
218,7.5,0.49,0.19,0.076,44.0,0.9957,0.54,9.7,5,0,0
1395,8.6,0.685,0.1,0.092,12.0,0.99745,0.65,9.55,6,0,1
1388,6.6,0.64,0.31,0.083,49.0,0.99718,0.68,10.3,5,0,1
564,13.0,0.47,0.49,0.085,47.0,1.0021,0.68,12.7,6,1,0
767,7.5,0.6,0.32,0.103,98.0,0.99938,0.62,9.5,5,0,1
1190,9.1,0.4,0.57,0.08,20.0,0.99652,0.57,12.5,6,1,0
595,8.9,0.595,0.41,0.086,109.0,0.9998,0.57,9.3,5,0,0
837,6.7,0.28,0.28,0.012,100.0,0.99064,0.39,11.7,7,1,0
1347,7.2,0.655,0.03,0.078,12.0,0.99587,0.39,9.5,5,0,1
288,8.7,0.52,0.09,0.091,49.0,0.9976,0.86,10.6,7,0,0
274,7.5,0.65,0.18,0.088,94.0,0.99915,0.77,9.4,5,0,1
883,7.2,0.6,0.04,0.076,88.0,0.99745,0.55,9.5,5,0,1
237,7.2,0.645,0.0,0.097,39.0,0.99675,0.58,9.2,6,0,1
368,10.3,0.34,0.52,0.159,75.0,0.9998,0.64,9.4,5,0,0
246,7.1,0.68,0.07,0.075,51.0,0.99685,0.52,9.5,5,0,1
972,10.1,0.38,0.5,0.104,13.0,0.99643,0.65,11.6,7,1,0
287,7.5,0.4,0.12,0.092,53.0,0.9967,0.7,10.3,6,0,0
1498,6.6,0.895,0.04,0.068,13.0,0.99582,0.58,10.8,6,0,1
293,6.9,0.36,0.25,0.098,16.0,0.9964,0.6,10.1,6,0,0
827,7.1,0.46,0.14,0.076,37.0,0.99624,0.49,10.7,5,0,0
563,7.6,0.29,0.49,0.092,60.0,0.9971,0.61,10.1,6,0,0
295,10.8,0.5,0.46,0.073,27.0,1.0001,0.64,9.5,5,0,0
542,9.3,0.715,0.24,0.07,20.0,0.9966,0.59,9.9,5,0,1
1172,9.7,0.42,0.46,0.074,16.0,0.99649,0.74,12.3,6,1,0
609,6.3,0.36,0.19,0.075,39.0,0.9956,0.52,12.7,6,1,0
623,7.9,0.51,0.25,0.077,45.0,0.9974,0.96,12.1,6,1,0
1037,7.3,0.91,0.1,0.074,56.0,0.99672,0.56,9.2,5,0,1
849,6.4,0.63,0.21,0.08,32.0,0.99689,0.66,9.8,5,0,1
1016,8.9,0.38,0.4,0.068,28.0,0.99486,0.75,12.6,7,1,0
518,10.9,0.21,0.49,0.088,32.0,0.9972,0.68,11.7,6,1,0
159,6.8,0.6,0.18,0.079,86.0,0.9968,0.57,9.3,6,0,1
402,12.2,0.48,0.54,0.085,64.0,1.0,0.61,10.5,6,0,0
1030,7.1,0.59,0.0,0.091,14.0,0.99488,0.55,11.5,7,0,0
1280,7.1,0.46,0.2,0.077,54.0,0.9956,0.64,10.4,6,0,0
859,6.8,0.56,0.22,0.074,24.0,0.99438,0.82,11.2,6,0,0
427,9.5,0.78,0.22,0.077,32.0,0.9988,0.56,10.6,6,0,1
1029,7.7,0.58,0.01,0.088,18.0,0.99568,0.56,10.5,7,0,0
1494,6.4,0.31,0.09,0.066,28.0,0.99459,0.7,10.0,7,0,0
223,8.6,0.645,0.25,0.083,28.0,0.99815,0.6,10.0,6,0,1
530,9.1,0.22,0.24,0.078,28.0,0.999,0.87,10.3,6,0,0
1384,7.1,0.755,0.15,0.107,84.0,0.99593,0.5,9.5,5,0,1
1087,7.9,0.19,0.42,0.057,30.0,0.994,0.69,11.2,6,0,0
46,7.7,0.935,0.43,0.114,114.0,0.997,0.73,9.2,5,0,1
661,7.5,0.42,0.31,0.08,42.0,0.9978,0.64,9.0,5,0,0
1479,8.2,0.28,0.6,0.104,22.0,0.99828,0.68,10.6,5,0,0
442,15.6,0.685,0.76,0.1,43.0,1.0032,0.68,11.2,7,0,1
783,6.5,0.46,0.14,0.114,37.0,0.99732,0.65,9.8,5,0,0
1302,9.1,0.37,0.32,0.064,15.0,0.99576,0.8,11.2,6,0,0
1092,7.0,0.54,0.09,0.081,16.0,0.99479,0.59,11.5,6,0,0
1080,10.3,0.27,0.56,0.047,8.0,0.99471,0.51,11.8,6,1,0
193,7.6,0.55,0.21,0.071,28.0,0.9964,0.55,9.7,5,0,0
687,9.1,0.64,0.23,0.095,38.0,0.9998,0.59,9.7,5,0,1
176,7.3,0.38,0.21,0.08,35.0,0.9961,0.47,9.5,5,0,0
186,7.4,0.39,0.48,0.082,67.0,0.9972,0.55,9.2,5,0,0
1026,7.9,0.31,0.32,0.066,36.0,0.99364,0.56,12.6,6,1,0
1541,7.4,0.25,0.29,0.054,49.0,0.99666,0.76,10.9,7,0,0
2,7.8,0.76,0.04,0.092,54.0,0.997,0.65,9.8,5,0,1
791,8.8,0.64,0.17,0.084,130.0,0.99818,0.54,9.6,5,0,1
306,7.6,0.62,0.32,0.082,54.0,0.9966,0.52,9.4,5,0,1
1561,7.8,0.6,0.26,0.08,131.0,0.99622,0.52,9.9,5,0,1
928,8.6,0.47,0.27,0.055,28.0,0.99516,0.8,11.2,5,0,0
1233,10.2,0.23,0.37,0.057,36.0,0.99614,0.49,9.3,4,0,0
1088,11.6,0.41,0.54,0.095,41.0,0.99735,0.76,9.9,7,0,0
931,7.4,0.61,0.01,0.074,38.0,0.99748,0.65,9.8,5,0,1
570,11.5,0.35,0.49,0.07,37.0,1.0003,0.91,11.0,6,0,0
1112,7.9,0.33,0.41,0.056,35.0,0.99396,0.71,11.0,6,0,0
956,9.0,0.36,0.52,0.111,10.0,0.99568,0.62,11.3,6,0,0
769,7.9,0.72,0.01,0.076,32.0,0.99668,0.54,9.6,5,0,1
948,8.9,0.12,0.45,0.075,21.0,0.99552,0.76,11.9,7,1,0
538,12.9,0.35,0.49,0.066,35.0,1.0014,0.66,12.0,7,1,0
760,9.0,0.58,0.25,0.075,104.0,0.99779,0.57,9.7,5,0,0
1504,7.5,0.38,0.57,0.106,12.0,0.99605,0.55,11.4,6,0,0
97,7.0,0.5,0.25,0.07,22.0,0.9963,0.63,9.2,5,0,0
773,7.9,0.4,0.29,0.157,44.0,0.9973,0.92,9.5,6,0,0
1346,6.1,0.59,0.01,0.056,13.0,0.99472,0.56,11.4,5,0,0
734,7.7,0.56,0.2,0.075,39.0,0.9987,0.62,9.3,5,0,0
1509,7.9,0.18,0.4,0.062,20.0,0.9941,0.7,11.1,5,0,0
1296,6.6,0.63,0.0,0.093,77.5,0.99558,0.45,9.5,5,0,1
1585,7.2,0.39,0.44,0.066,48.0,0.99494,0.84,11.5,6,0,0
21,7.6,0.39,0.31,0.082,71.0,0.9982,0.65,9.7,5,0,0
683,8.1,0.78,0.23,0.059,15.0,0.997,0.56,11.3,5,0,1
197,11.5,0.3,0.6,0.067,27.0,0.9981,0.97,10.1,6,0,0
157,7.1,0.43,0.42,0.071,128.0,0.9973,0.71,10.5,5,0,0
11,7.5,0.5,0.36,0.071,102.0,0.9978,0.8,10.5,5,0,0
919,8.4,0.62,0.12,0.072,46.0,0.99504,0.89,11.8,6,1,1
